,#,,,,,
dep_dabc,1612214433,exp.distractor.no.conditional,6,Does Faye have a taplor? ,No,8053
dep_dabc,1612214433,exp.distractor.yes.non_cond,7,Does Gabe enjoy tuffros? ,Yes,36391
dep_dabc,1612214433,exp.dependent.no.conditional,8,Does Cece have a dord? ,Yes,11136
dep_dabc,1612214433,exp.distractor.no.non_cond,9,Does Ivan know bezido? ,No,8153
dep_dabc,1612214433,exp.distractor.yes.conditional,10,Does Jill like to yoffa? ,Yes,8779
dep_dabc,1612214433,exp.distractor.no.non_cond,11,Does Katie care about linters? ,No,6131
dep_dabc,1612214433,exp.distractor.yes.non_cond,12,Does Leah enjoy folphies? ,Yes,6917
dep_dabc,1612214433,exp.dependent.no.conditional,13,Does Helen have a lealo? ,Yes,7185
dep_dabc,1612214433,exp.distractor.yes.non_cond,14,Does Nate know karink? ,Yes,5676
dep_dabc,1612214433,exp.distractor.no.non_cond,15,Does Owen like bisloor? ,No,10035
dep_dabc,1612214433,exp.distractor.yes.non_cond,16,Does Peter hate flungo? ,Yes,7128
dep_dabc,1612214433,exp.distractor.yes.conditional,17,Does Quinn care about vanoir? ,Yes,4721
dep_dabc,1612214433,exp.dependent.no.conditional,18,Does Marc have a lammor? ,Yes,4460
dep_dabc,1612214433,exp.distractor.yes.conditional,19,Does Steve love pavarons? ,Yes,4927
dep_dabc,1612214433,exp.distractor.no.conditional,20,Is Tracy a tarbon? ,Yes,31780
dep_dabc,1612215227,exp.distractor.no.non_cond,1,Does Ann like to toogid? ,No,17314
dep_dabc,1612215227,exp.distractor.yes.conditional,2,Does Bea have a hondart? ,Yes,7761
dep_dabc,1612215227,exp.dependent.no.conditional,3,Does Rita have a hoopler? ,Yes,32241
dep_dabc,1612215227,exp.distractor.yes.non_cond,4,Does Dana love to flomp? ,Yes,9458
dep_dabc,1612215227,exp.distractor.yes.non_cond,5,Does Eva hate zeptons? ,Yes,7986
dep_dabc,1612215227,exp.distractor.no.conditional,6,Does Faye have a taplor? ,No,8323
dep_dabc,1612215227,exp.distractor.yes.non_cond,7,Does Gabe enjoy tuffros? ,Yes,19449
dep_dabc,1612215227,exp.dependent.no.conditional,8,Does Cece have a dord? ,No,15850
dep_dabc,1612215227,exp.distractor.no.non_cond,9,Does Ivan know bezido? ,No,5229
dep_dabc,1612215227,exp.distractor.yes.conditional,10,Does Jill like to yoffa? ,Yes,6993
dep_dabc,1612215227,exp.distractor.no.non_cond,11,Does Katie care about linters? ,No,7875
dep_dabc,1612215227,exp.distractor.yes.non_cond,12,Does Leah enjoy folphies? ,Yes,5146
dep_dabc,1612215227,exp.dependent.no.conditional,13,Does Helen have a lealo? ,Yes,10459
dep_dabc,1612215227,exp.distractor.yes.non_cond,14,Does Nate know karink? ,Yes,4427
dep_dabc,1612215227,exp.distractor.no.non_cond,15,Does Owen like bisloor? ,No,4466
dep_dabc,1612215227,exp.distractor.yes.non_cond,16,Does Peter hate flungo? ,Yes,3962
dep_dabc,1612215227,exp.distractor.yes.conditional,17,Does Quinn care about vanoir? ,Yes,5980
dep_dabc,1612215227,exp.dependent.no.conditional,18,Does Marc have a lammor? ,Yes,5827
dep_dabc,1612215227,exp.distractor.yes.conditional,19,Does Steve love pavarons? ,Yes,4098
dep_dabc,1612215227,exp.distractor.no.conditional,20,Is Tracy a tarbon? ,Yes,5485
dep_dabc,1612216838,exp.distractor.no.non_cond,1,Does Ann like to toogid? ,No,4999
dep_dabc,1612216838,exp.distractor.yes.conditional,2,Does Bea have a hondart? ,Yes,7991
dep_dabc,1612216838,exp.dependent.no.conditional,3,Does Rita have a hoopler? ,No,18182
dep_dabc,1612216838,exp.distractor.yes.non_cond,4,Does Dana love to flomp? ,Yes,6229
dep_dabc,1612216838,exp.distractor.yes.non_cond,5,Does Eva hate zeptons? ,Yes,12257
dep_dabc,1612216838,exp.distractor.no.conditional,6,Does Faye have a taplor? ,No,5585
dep_dabc,1612216838,exp.distractor.yes.non_cond,7,Does Gabe enjoy tuffros? ,Yes,4585
dep_dabc,1612216838,exp.dependent.no.conditional,8,Does Cece have a dord? ,No,16077
dep_dabc,1612216838,exp.distractor.no.non_cond,9,Does Ivan know bezido? ,Yes,6705
dep_dabc,1612216838,exp.distractor.yes.conditional,10,Does Jill like to yoffa? ,Yes,19268
dep_dabc,1612216838,exp.distractor.no.non_cond,11,Does Katie care about linters? ,No,6881
dep_dabc,1612216838,exp.distractor.yes.non_cond,12,Does Leah enjoy folphies? ,No,20346
dep_dabc,1612216838,exp.dependent.no.conditional,13,Does Helen have a lealo? ,No,1712
dep_dabc,1612216838,exp.distractor.yes.non_cond,14,Does Nate know karink? ,No,6431
dep_dabc,1612216838,exp.distractor.no.non_cond,15,Does Owen like bisloor? ,Yes,9385
dep_dabc,1612216838,exp.distractor.yes.non_cond,16,Does Peter hate flungo? ,No,6981
dep_dabc,1612216838,exp.distractor.yes.conditional,17,Does Quinn care about vanoir? ,Yes,8062
dep_dabc,1612216838,exp.dependent.no.conditional,18,Does Marc have a lammor? ,No,6833
dep_dabc,1612216838,exp.distractor.yes.conditional,19,Does Steve love pavarons? ,Yes,5986
dep_dabc,1612216838,exp.distractor.no.conditional,20,Is Tracy a tarbon? ,No,3372
