,#,,,,,
dep_cdab,1612215545,exp.distractor.yes.non_cond,12,Does Leah enjoy folphies? ,Yes,2862
dep_cdab,1612215545,exp.dependent.no.conditional,13,Does Cece have a dord? ,Yes,14542
dep_cdab,1612215545,exp.distractor.yes.non_cond,14,Does Nate know karink? ,Yes,4399
dep_cdab,1612215545,exp.distractor.no.non_cond,15,Does Owen like bisloor? ,No,2646
dep_cdab,1612215545,exp.distractor.yes.non_cond,16,Does Peter hate flungo? ,Yes,3934
dep_cdab,1612215545,exp.distractor.yes.conditional,17,Does Quinn care about vanoir? ,Yes,6259
dep_cdab,1612215545,exp.dependent.no.conditional,18,Does Helen have a lealo? ,Yes,5575
dep_cdab,1612215545,exp.distractor.yes.conditional,19,Does Steve love pavarons? ,Yes,3240
dep_cdab,1612215545,exp.distractor.no.conditional,20,Is Tracy a tarbon? ,No,12244
dep_cdab,1612219553,exp.distractor.no.non_cond,1,Does Ann like to toogid? ,No,22622
dep_cdab,1612219553,exp.distractor.yes.conditional,2,Does Bea have a hondart? ,Yes,12397
dep_cdab,1612219553,exp.dependent.no.conditional,3,Does Marc have a lammor? ,Yes,43166
dep_cdab,1612219553,exp.distractor.yes.non_cond,4,Does Dana love to flomp? ,Yes,28170
dep_cdab,1612219553,exp.distractor.yes.non_cond,5,Does Eva hate zeptons? ,Yes,6704
dep_cdab,1612219553,exp.distractor.no.conditional,6,Does Faye have a taplor? ,No,14007
dep_cdab,1612219553,exp.distractor.yes.non_cond,7,Does Gabe enjoy tuffros? ,Yes,9236
dep_cdab,1612219553,exp.dependent.no.conditional,8,Does Rita have a hoopler? ,Yes,24805
dep_cdab,1612219553,exp.distractor.no.non_cond,9,Does Ivan know bezido? ,No,9715
dep_cdab,1612219553,exp.distractor.yes.conditional,10,Does Jill like to yoffa? ,Yes,14043
dep_cdab,1612219553,exp.distractor.no.non_cond,11,Does Katie care about linters? ,No,9410
dep_cdab,1612219553,exp.distractor.yes.non_cond,12,Does Leah enjoy folphies? ,Yes,13437
dep_cdab,1612219553,exp.dependent.no.conditional,13,Does Cece have a dord? ,Yes,13594
dep_cdab,1612219553,exp.distractor.yes.non_cond,14,Does Nate know karink? ,Yes,8270
dep_cdab,1612219553,exp.distractor.no.non_cond,15,Does Owen like bisloor? ,No,7598
dep_cdab,1612219553,exp.distractor.yes.non_cond,16,Does Peter hate flungo? ,Yes,25232
dep_cdab,1612219553,exp.distractor.yes.conditional,17,Does Quinn care about vanoir? ,Yes,9404
dep_cdab,1612219553,exp.dependent.no.conditional,18,Does Helen have a lealo? ,Yes,8933
dep_cdab,1612219553,exp.distractor.yes.conditional,19,Does Steve love pavarons? ,Yes,5898
dep_cdab,1612219553,exp.distractor.no.conditional,20,Is Tracy a tarbon? ,Yes,29667
