,#,,,,,
indep_abcd,1612215404,exp.distractor.yes.conditional,2,Does Bea have a hondart? ,Yes,9832
indep_abcd,1612215404,exp.independent.yes.conditional,3,Does Cece have a dord? ,Yes,19395
indep_abcd,1612215404,exp.distractor.no.non_cond,4,Does Dana love to flomp? ,No,15289
indep_abcd,1612215404,exp.distractor.yes.non_cond,5,Does Eva hate zeptons? ,Yes,8912
indep_abcd,1612215404,exp.distractor.no.conditional,6,Does Faye have a taplor? ,No,4974
indep_abcd,1612215404,exp.distractor.yes.non_cond,7,Does Gabe enjoy tuffros? ,Yes,6186
indep_abcd,1612215404,exp.independent.yes.conditional,8,Does Helen have a lealo? ,Yes,49698
indep_abcd,1612215404,exp.distractor.no.non_cond,9,Does Ivan know bezido? ,No,4874
indep_abcd,1612215404,exp.distractor.yes.conditional,10,Does Jill like to yoffa? ,Yes,9267
indep_abcd,1612215404,exp.distractor.no.non_cond,11,Does Katie care about linters? ,No,6809
indep_abcd,1612215404,exp.distractor.yes.non_cond,12,Does Leah enjoy folphies? ,Yes,41218
indep_abcd,1612215404,exp.independent.yes.conditional,13,Does Marc have a lammor? ,Yes,6757
indep_abcd,1612215404,exp.distractor.no.non_cond,14,Does Nate know karink? ,No,3896
indep_abcd,1612215404,exp.distractor.no.non_cond,15,Does Owen like bisloor? ,No,4308
indep_abcd,1612215404,exp.distractor.yes.non_cond,16,Does Peter hate flungo? ,Yes,4938
indep_abcd,1612215404,exp.distractor.no.conditional,17,Does Quinn care about vanoir? ,No,4822
indep_abcd,1612215404,exp.independent.yes.conditional,18,Does Rita have a hoopler? ,Yes,4994
indep_abcd,1612215404,exp.distractor.no.conditional,19,Does Steve love pavarons? ,No,4648
indep_abcd,1612215404,exp.distractor.no.conditional,20,Is Tracy a tarbon? ,No,20351
